gen,net_size,D,II,segII,nu,HS,HT,GST,RI,RI_max,RI_max_free,N,r,stp,Ne,Sim,U,NU
36264,154497,0.242,2.91,0.235,0.5845,0.054,0.168,0.679,0,0.254,0.48,500,1.0,8,256.572,1650,0.1,50.0
78443,247309,0.27,3.61,0.44,0.5845,0.065,0.191,0.661,0,0.382,0.48,500,1.0,9,256.572,1650,0.1,50.0
79980,258071,0.3,3.16,0.315,0.5845,0.058,0.199,0.709,0,0.396,0.474,500,1.0,10,256.572,1650,0.1,50.0
80081,259327,0.331,2.95,0.395,0.5845,0.06,0.216,0.72,0,0.44,0.47,500,1.0,11,256.572,1650,0.1,50.0
0,44787,0.0,0.32,0.305,0.6023,0.051,0.051,0.0,0,0.04,0.058,500,1.0,0,383.06,1651,0.1,50.0
607,46667,0.031,0.66,0.35,0.6023,0.061,0.075,0.193,0,0.084,0.122,500,1.0,1,383.06,1651,0.1,50.0
1844,52270,0.06,1.03,0.435,0.6023,0.071,0.099,0.283,0,0.148,0.2,500,1.0,2,383.06,1651,0.1,50.0
4718,62206,0.092,1.55,0.255,0.6023,0.06,0.103,0.421,0,0.36,0.304,500,1.0,3,383.06,1651,0.1,50.0
5703,66425,0.12,1.84,0.33,0.6023,0.058,0.115,0.494,0,0.376,0.368,500,1.0,4,383.06,1651,0.1,50.0
6402,69878,0.151,2.0,0.16,0.6023,0.049,0.121,0.592,0,0.3,0.398,500,1.0,5,383.06,1651,0.1,50.0
33126,134638,0.181,2.67,0.275,0.6023,0.055,0.141,0.609,0,0.25,0.404,500,1.0,6,383.06,1651,0.1,50.0
33180,135318,0.211,3.39,0.325,0.6023,0.059,0.158,0.628,0,0.328,0.474,500,1.0,7,383.06,1651,0.1,50.0
33374,137509,0.241,3.23,0.265,0.6023,0.057,0.171,0.665,0,0.268,0.462,500,1.0,8,383.06,1651,0.1,50.0
42089,168022,0.27,3.17,0.26,0.6023,0.055,0.182,0.7,0,0.242,0.502,500,1.0,9,383.06,1651,0.1,50.0
42500,170659,0.3,4.17,0.19,0.6023,0.047,0.19,0.752,0,0.266,0.462,500,1.0,10,383.06,1651,0.1,50.0
57401,219864,0.334,3.41,0.205,0.6023,0.05,0.209,0.76,0,0.34,0.464,500,1.0,11,383.06,1651,0.1,50.0
0,46508,0.0,0.25,0.29,0.6327,0.05,0.05,0.0,0,0.028,0.038,500,1.0,0,118.309,1652,0.1,50.0
734,52368,0.031,0.59,0.31,0.6327,0.055,0.07,0.211,0,0.11,0.106,500,1.0,1,118.309,1652,0.1,50.0
1940,60346,0.06,0.93,0.34,0.6327,0.063,0.091,0.31,0,0.1,0.206,500,1.0,2,118.309,1652,0.1,50.0
9364,89962,0.09,1.35,0.23,0.6327,0.056,0.098,0.432,0,0.096,0.338,500,1.0,3,118.309,1652,0.1,50.0
42736,155713,0.12,1.89,0.29,0.6327,0.06,0.116,0.486,0,0.134,0.318,500,1.0,4,118.309,1652,0.1,50.0
43154,157465,0.151,1.12,0.305,0.6327,0.056,0.127,0.561,0,0.224,0.372,500,1.0,5,118.309,1652,0.1,50.0
43753,161240,0.18,2.11,0.235,0.6327,0.05,0.136,0.629,0,0.202,0.332,500,1.0,6,118.309,1652,0.1,50.0
60954,193762,0.213,1.47,0.25,0.6327,0.05,0.152,0.667,0,0.28,0.402,500,1.0,7,118.309,1652,0.1,50.0
92908,261781,0.242,3.21,0.295,0.6327,0.055,0.169,0.676,0,0.434,0.48,500,1.0,8,118.309,1652,0.1,50.0
93156,263656,0.27,3.92,0.295,0.6327,0.062,0.188,0.673,0,0.426,0.516,500,1.0,9,118.309,1652,0.1,50.0
93305,265471,0.301,3.21,0.325,0.6327,0.058,0.2,0.709,0,0.44,0.486,500,1.0,10,118.309,1652,0.1,50.0
93875,269866,0.331,3.81,0.24,0.6327,0.055,0.212,0.739,0,0.416,0.484,500,1.0,11,118.309,1652,0.1,50.0
0,38182,0.0,0.26,0.245,0.6275,0.053,0.053,0.0,0,0.032,0.096,500,1.0,0,511.809,1653,0.1,50.0
1284,42184,0.03,0.62,0.345,0.6275,0.065,0.079,0.178,0,0.08,0.148,500,1.0,1,511.809,1653,0.1,50.0
7585,57640,0.06,1.19,0.28,0.6275,0.054,0.083,0.346,0,0.142,0.222,500,1.0,2,511.809,1653,0.1,50.0
8583,63702,0.092,1.1,0.275,0.6275,0.054,0.097,0.448,0,0.162,0.248,500,1.0,3,511.809,1653,0.1,50.0
22240,100778,0.121,1.17,0.28,0.6275,0.056,0.113,0.504,0,0.406,0.356,500,1.0,4,511.809,1653,0.1,50.0
23121,105567,0.15,2.05,0.31,0.6275,0.057,0.128,0.555,0,0.524,0.424,500,1.0,5,511.809,1653,0.1,50.0
32566,130777,0.18,2.62,0.28,0.6275,0.057,0.142,0.599,0,0.526,0.432,500,1.0,6,511.809,1653,0.1,50.0
36568,140995,0.212,2.33,0.31,0.6275,0.061,0.161,0.618,0,0.588,0.474,500,1.0,7,511.809,1653,0.1,50.0
36927,143570,0.24,3.0,0.325,0.6275,0.066,0.178,0.631,0,0.43,0.452,500,1.0,8,511.809,1653,0.1,50.0
37413,147128,0.27,3.16,0.275,0.6275,0.052,0.18,0.713,0,0.342,0.474,500,1.0,9,511.809,1653,0.1,50.0
37693,149140,0.302,3.66,0.265,0.6275,0.054,0.197,0.726,0,0.284,0.51,500,1.0,10,511.809,1653,0.1,50.0
47706,177518,0.331,4.19,0.365,0.6275,0.054,0.211,0.743,0,0.306,0.494,500,1.0,11,511.809,1653,0.1,50.0
0,54465,0.0,0.12,0.175,0.65,0.035,0.035,0.0,0,0.014,0.034,500,Free,0,315.217,1654,0.1,50.0
14789,60297,0.03,0.21,0.195,0.63,0.039,0.053,0.274,0,0.04,0.082,500,Free,1,315.217,1654,0.1,50.0
14969,60718,0.06,0.73,0.19,0.616,0.044,0.072,0.397,0,0.032,0.174,500,Free,2,315.217,1654,0.1,50.0
15956,63508,0.091,0.74,0.315,0.637,0.045,0.089,0.489,0,0.26,0.238,500,Free,3,315.217,1654,0.1,50.0
84888,108076,0.121,1.04,0.14,0.639,0.042,0.1,0.579,0,0.374,0.362,500,Free,4,315.217,1654,0.1,50.0
122513,127257,0.155,1.47,0.205,0.605,0.044,0.118,0.626,0,0.44,0.454,500,Free,5,315.217,1654,0.1,50.0
122609,127609,0.182,1.45,0.11,0.611,0.048,0.135,0.643,0,0.276,0.472,500,Free,6,315.217,1654,0.1,50.0
153440,153911,0.213,1.95,0.225,0.624,0.046,0.147,0.689,0,0.27,0.456,500,Free,7,315.217,1654,0.1,50.0
154494,156381,0.243,1.78,0.16,0.637,0.045,0.161,0.721,0,0.346,0.446,500,Free,8,315.217,1654,0.1,50.0
155570,159677,0.271,2.85,0.2,0.626,0.044,0.174,0.745,0,0.37,0.476,500,Free,9,315.217,1654,0.1,50.0
174939,182584,0.3,2.55,0.19,0.664,0.042,0.186,0.776,0,0.432,0.462,500,Free,10,315.217,1654,0.1,50.0
192243,195307,0.331,3.4,0.22,0.631,0.039,0.198,0.801,0,0.496,0.448,500,Free,11,315.217,1654,0.1,50.0
0,31708,0.0,0.52,0.365,0.635,0.064,0.064,0.0,0,0.052,0.088,500,1.0,0,120.961,1655,0.1,50.0
3661,40911,0.031,0.51,0.23,0.635,0.056,0.071,0.206,0,0.094,0.112,500,1.0,1,120.961,1655,0.1,50.0
12578,59666,0.062,0.96,0.235,0.635,0.049,0.078,0.375,0,0.142,0.144,500,1.0,2,120.961,1655,0.1,50.0
21289,88708,0.091,1.08,0.335,0.635,0.06,0.103,0.413,0,0.218,0.272,500,1.0,3,120.961,1655,0.1,50.0
21420,90081,0.121,1.33,0.285,0.635,0.059,0.116,0.492,0,0.298,0.426,500,1.0,4,120.961,1655,0.1,50.0
33888,120110,0.151,1.94,0.375,0.635,0.057,0.128,0.556,0,0.306,0.402,500,1.0,5,120.961,1655,0.1,50.0
271553,295167,0.183,2.28,0.28,0.635,0.055,0.141,0.613,0,0.19,0.456,500,1.0,6,120.961,1655,0.1,50.0
327186,334571,0.211,2.79,0.41,0.635,0.065,0.163,0.603,0,0.328,0.542,500,1.0,7,120.961,1655,0.1,50.0
327329,336201,0.242,3.0,0.355,0.635,0.059,0.173,0.66,0,0.35,0.496,500,1.0,8,120.961,1655,0.1,50.0
450191,478278,0.27,2.93,0.195,0.635,0.051,0.179,0.716,0,0.43,0.504,500,1.0,9,120.961,1655,0.1,50.0
450421,479998,0.3,3.87,0.215,0.635,0.047,0.19,0.754,0,0.498,0.478,500,1.0,10,120.961,1655,0.1,50.0
455104,496311,0.331,4.29,0.25,0.635,0.057,0.213,0.732,0,0.472,0.514,500,1.0,11,120.961,1655,0.1,50.0
0,27658,0.0,0.38,0.41,0.5922,0.058,0.058,0.0,0,0.052,0.084,500,1.0,0,377.236,1656,0.1,50.0
56739,93529,0.031,0.71,0.39,0.5922,0.061,0.076,0.192,0,0.088,0.17,500,1.0,1,377.236,1656,0.1,50.0
80549,109863,0.061,0.86,0.155,0.5922,0.047,0.076,0.382,0,0.202,0.202,500,1.0,2,377.236,1656,0.1,50.0
81603,114480,0.091,1.45,0.395,0.5922,0.059,0.102,0.422,0,0.296,0.264,500,1.0,3,377.236,1656,0.1,50.0
105716,155045,0.12,1.36,0.325,0.5922,0.054,0.111,0.511,0,0.238,0.26,500,1.0,4,377.236,1656,0.1,50.0
106545,157151,0.151,1.19,0.215,0.5922,0.044,0.116,0.623,0,0.236,0.366,500,1.0,5,377.236,1656,0.1,50.0
107054,160785,0.181,1.88,0.29,0.5922,0.054,0.139,0.615,0,0.198,0.39,500,1.0,6,377.236,1656,0.1,50.0
109450,169409,0.211,2.63,0.385,0.5922,0.053,0.153,0.653,0,0.264,0.464,500,1.0,7,377.236,1656,0.1,50.0
121715,216723,0.24,2.54,0.375,0.5922,0.063,0.175,0.642,0,0.27,0.44,500,1.0,8,377.236,1656,0.1,50.0
122338,222407,0.27,2.56,0.18,0.5922,0.059,0.186,0.684,0,0.262,0.48,500,1.0,9,377.236,1656,0.1,50.0
150136,292671,0.3,3.68,0.225,0.5922,0.053,0.195,0.727,0,0.378,0.496,500,1.0,10,377.236,1656,0.1,50.0
172461,333072,0.331,4.78,0.435,0.5922,0.06,0.215,0.723,0,0.35,0.482,500,1.0,11,377.236,1656,0.1,50.0
0,56556,0.0,0.22,0.33,0.58,0.052,0.052,0.0,0,0.048,0.058,500,Free,0,284.595,1657,0.1,50.0
6104,59147,0.031,0.45,0.18,0.616,0.042,0.057,0.263,0,0.072,0.1,500,Free,1,284.595,1657,0.1,50.0
9865,61873,0.06,0.47,0.07,0.644,0.035,0.064,0.451,0,0.05,0.126,500,Free,2,284.595,1657,0.1,50.0
16540,72665,0.09,1.63,0.26,0.605,0.049,0.092,0.468,0,0.444,0.294,500,Free,3,284.595,1657,0.1,50.0
17335,74984,0.121,1.31,0.21,0.634,0.048,0.106,0.545,0,0.51,0.378,500,Free,4,284.595,1657,0.1,50.0
17466,76026,0.152,0.96,0.155,0.655,0.043,0.116,0.629,0,0.408,0.364,500,Free,5,284.595,1657,0.1,50.0
24538,91209,0.18,1.54,0.195,0.644,0.045,0.131,0.656,0,0.396,0.434,500,Free,6,284.595,1657,0.1,50.0
34046,104627,0.21,1.73,0.17,0.662,0.046,0.146,0.686,0,0.276,0.458,500,Free,7,284.595,1657,0.1,50.0
34932,107988,0.24,1.84,0.14,0.666,0.039,0.154,0.75,0,0.308,0.462,500,Free,8,284.595,1657,0.1,50.0
35246,109438,0.271,3.44,0.235,0.629,0.048,0.177,0.727,0,0.362,0.426,500,Free,9,284.595,1657,0.1,50.0
43462,128703,0.302,3.33,0.155,0.639,0.043,0.187,0.771,0,0.534,0.514,500,Free,10,284.595,1657,0.1,50.0
50642,145248,0.331,3.44,0.17,0.641,0.044,0.202,0.78,0,0.608,0.498,500,Free,11,284.595,1657,0.1,50.0
0,35163,0.0,0.37,0.405,0.581,0.059,0.059,0.0,0,0.024,0.082,500,1.0,0,260.831,1658,0.1,50.0
479,37083,0.031,0.69,0.35,0.581,0.059,0.073,0.196,0,0.066,0.11,500,1.0,1,260.831,1658,0.1,50.0
1462,42598,0.06,0.89,0.335,0.581,0.063,0.091,0.31,0,0.1,0.182,500,1.0,2,260.831,1658,0.1,50.0
8014,70381,0.09,1.19,0.345,0.581,0.059,0.102,0.419,0,0.086,0.262,500,1.0,3,260.831,1658,0.1,50.0
8203,71855,0.121,1.34,0.355,0.581,0.049,0.106,0.539,0,0.086,0.286,500,1.0,4,260.831,1658,0.1,50.0
14360,97241,0.15,2.43,0.355,0.581,0.068,0.138,0.509,0,0.172,0.426,500,1.0,5,260.831,1658,0.1,50.0
14552,99176,0.181,2.34,0.265,0.581,0.053,0.139,0.617,0,0.238,0.42,500,1.0,6,260.831,1658,0.1,50.0
14790,101724,0.211,3.06,0.37,0.581,0.058,0.158,0.632,0,0.296,0.462,500,1.0,7,260.831,1658,0.1,50.0
15661,112165,0.241,2.62,0.295,0.581,0.047,0.162,0.71,0,0.268,0.488,500,1.0,8,260.831,1658,0.1,50.0
16691,120535,0.271,3.21,0.205,0.581,0.054,0.182,0.705,0,0.27,0.476,500,1.0,9,260.831,1658,0.1,50.0
23562,149912,0.301,4.23,0.24,0.581,0.045,0.189,0.76,0,0.232,0.492,500,1.0,10,260.831,1658,0.1,50.0
62938,258441,0.33,4.7,0.31,0.581,0.046,0.203,0.775,0,0.324,0.484,500,1.0,11,260.831,1658,0.1,50.0
0,37112,0.0,0.56,0.465,0.562,0.076,0.076,0.0,0,0.038,0.124,500,1.0,0,246.385,1659,0.1,50.0
248,38647,0.031,0.65,0.49,0.562,0.063,0.077,0.188,0,0.08,0.142,500,1.0,1,246.385,1659,0.1,50.0
321,39513,0.061,0.84,0.245,0.562,0.055,0.084,0.342,0,0.124,0.184,500,1.0,2,246.385,1659,0.1,50.0
2432,49793,0.091,1.49,0.42,0.562,0.059,0.102,0.421,0,0.086,0.242,500,1.0,3,246.385,1659,0.1,50.0
8493,70654,0.122,1.98,0.335,0.562,0.054,0.112,0.516,0,0.158,0.316,500,1.0,4,246.385,1659,0.1,50.0
8640,71822,0.152,2.7,0.48,0.562,0.063,0.134,0.528,0,0.14,0.432,500,1.0,5,246.385,1659,0.1,50.0
9768,79058,0.18,3.19,0.425,0.562,0.063,0.148,0.572,0,0.218,0.484,500,1.0,6,246.385,1659,0.1,50.0
10283,83483,0.211,3.86,0.565,0.562,0.075,0.173,0.564,0,0.208,0.508,500,1.0,7,246.385,1659,0.1,50.0
10448,86122,0.241,4.15,0.34,0.562,0.064,0.177,0.639,0,0.316,0.478,500,1.0,8,246.385,1659,0.1,50.0
10601,88307,0.27,4.42,0.32,0.562,0.062,0.189,0.67,0,0.33,0.452,500,1.0,9,246.385,1659,0.1,50.0
10754,90959,0.301,4.68,0.265,0.562,0.053,0.196,0.728,0,0.35,0.48,500,1.0,10,246.385,1659,0.1,50.0
13811,112172,0.332,4.08,0.145,0.562,0.045,0.204,0.779,0,0.296,0.448,500,1.0,11,246.385,1659,0.1,50.0
0,44910,0.0,0.35,0.36,0.6085,0.061,0.061,0.0,0,0.04,0.088,500,1.0,0,257.42,1660,0.1,50.0
831,50940,0.033,0.56,0.34,0.6085,0.061,0.076,0.204,0,0.076,0.138,500,1.0,1,257.42,1660,0.1,50.0
954,52199,0.061,0.72,0.21,0.6085,0.052,0.081,0.356,0,0.14,0.188,500,1.0,2,257.42,1660,0.1,50.0
2348,61860,0.09,1.37,0.465,0.6085,0.069,0.111,0.378,0,0.358,0.308,500,1.0,3,257.42,1660,0.1,50.0
3240,67455,0.12,1.18,0.32,0.6085,0.051,0.108,0.528,0,0.214,0.272,500,1.0,4,257.42,1660,0.1,50.0
4196,75147,0.153,1.75,0.325,0.6085,0.055,0.127,0.568,0,0.336,0.382,500,1.0,5,257.42,1660,0.1,50.0
5616,87198,0.18,1.84,0.24,0.6085,0.047,0.132,0.648,0,0.35,0.38,500,1.0,6,257.42,1660,0.1,50.0
11981,137729,0.21,2.57,0.365,0.6085,0.055,0.155,0.641,0,0.286,0.442,500,1.0,7,257.42,1660,0.1,50.0
14665,155295,0.243,2.76,0.245,0.6085,0.055,0.17,0.675,0,0.266,0.44,500,1.0,8,257.42,1660,0.1,50.0
18615,176337,0.271,3.74,0.37,0.6085,0.061,0.188,0.675,0,0.304,0.45,500,1.0,9,257.42,1660,0.1,50.0
22942,193705,0.3,3.16,0.365,0.6085,0.061,0.202,0.699,0,0.32,0.482,500,1.0,10,257.42,1660,0.1,50.0
112890,422887,0.333,3.54,0.38,0.6085,0.059,0.216,0.725,0,0.388,0.462,500,1.0,11,257.42,1660,0.1,50.0
0,95886,0.0,0.18,0.215,0.618,0.049,0.049,0.0,0,0.038,0.044,500,Free,0,232.358,1661,0.1,50.0
589,96430,0.03,0.56,0.2,0.627,0.044,0.059,0.246,0,0.086,0.072,500,Free,1,232.358,1661,0.1,50.0
955,97871,0.06,0.74,0.215,0.628,0.048,0.076,0.376,0,0.12,0.132,500,Free,2,232.358,1661,0.1,50.0
2167,101206,0.093,0.99,0.27,0.632,0.048,0.093,0.477,0,0.162,0.208,500,Free,3,232.358,1661,0.1,50.0
3917,104449,0.12,1.01,0.13,0.655,0.043,0.101,0.571,0,0.226,0.258,500,Free,4,232.358,1661,0.1,50.0
4429,106635,0.15,1.18,0.19,0.622,0.044,0.115,0.622,0,0.252,0.36,500,Free,5,232.358,1661,0.1,50.0
301734,243699,0.183,2.71,0.19,0.626,0.048,0.135,0.647,0,0.46,0.398,500,Free,6,232.358,1661,0.1,50.0
2302613,600057,0.212,2.62,0.165,0.607,0.048,0.149,0.676,0,0.3,0.414,500,Free,7,232.358,1661,0.1,50.0
2315728,606695,0.241,3.71,0.165,0.594,0.047,0.162,0.709,0,0.69,0.484,500,Free,8,232.358,1661,0.1,50.0
5354976,876973,0.274,2.54,0.215,0.654,0.045,0.175,0.746,0,0.352,0.474,500,Free,9,232.358,1661,0.1,50.0
5358188,881946,0.3,2.49,0.205,0.648,0.05,0.192,0.742,0,0.422,0.47,500,Free,10,232.358,1661,0.1,50.0
5362604,890109,0.332,3.59,0.195,0.636,0.042,0.201,0.791,0,0.498,0.494,500,Free,11,232.358,1661,0.1,50.0
0,62458,0.0,0.16,0.14,0.66,0.044,0.044,0.0,0,0.024,0.038,500,Free,0,278.276,1662,0.1,50.0
1552,63219,0.031,0.35,0.195,0.637,0.045,0.06,0.245,0,0.078,0.068,500,Free,1,278.276,1662,0.1,50.0
116007,102707,0.06,0.59,0.17,0.637,0.043,0.071,0.403,0,0.072,0.138,500,Free,2,278.276,1662,0.1,50.0
228209,129533,0.091,1.39,0.275,0.653,0.045,0.088,0.492,0,0.284,0.178,500,Free,3,278.276,1662,0.1,50.0
2106583,330091,0.12,1.17,0.17,0.635,0.042,0.1,0.577,0,0.094,0.296,500,Free,4,278.276,1662,0.1,50.0
2108017,332871,0.151,1.58,0.16,0.637,0.039,0.112,0.648,0,0.096,0.316,500,Free,5,278.276,1662,0.1,50.0
2131276,356405,0.182,1.75,0.15,0.659,0.042,0.129,0.675,0,0.122,0.38,500,Free,6,278.276,1662,0.1,50.0
2167727,377936,0.211,1.47,0.215,0.643,0.042,0.143,0.705,0,0.17,0.404,500,Free,7,278.276,1662,0.1,50.0
2179465,387063,0.241,2.13,0.18,0.628,0.046,0.161,0.712,0,0.204,0.42,500,Free,8,278.276,1662,0.1,50.0
3416034,723391,0.27,2.69,0.26,0.634,0.052,0.18,0.712,0,0.362,0.422,500,Free,9,278.276,1662,0.1,50.0
3434020,738328,0.3,3.38,0.175,0.644,0.046,0.19,0.756,0,0.472,0.436,500,Free,10,278.276,1662,0.1,50.0
4124198,871803,0.332,3.68,0.12,0.618,0.042,0.201,0.791,0,0.342,0.47,500,Free,11,278.276,1662,0.1,50.0
0,43467,0.0,0.23,0.26,0.6382,0.045,0.045,0.0,0,0.04,0.048,500,1.0,0,475.861,1663,0.1,50.0
3805,58800,0.03,0.53,0.205,0.6382,0.049,0.063,0.228,0,0.078,0.132,500,1.0,1,475.861,1663,0.1,50.0
96367,155035,0.06,1.31,0.28,0.6382,0.054,0.083,0.344,0,0.042,0.286,500,1.0,2,475.861,1663,0.1,50.0
97258,158454,0.091,1.67,0.25,0.6382,0.054,0.097,0.445,0,0.048,0.376,500,1.0,3,475.861,1663,0.1,50.0
98798,165078,0.121,1.76,0.42,0.6382,0.064,0.12,0.472,0,0.078,0.374,500,1.0,4,475.861,1663,0.1,50.0
104091,182288,0.15,2.16,0.46,0.6382,0.066,0.136,0.516,0,0.172,0.388,500,1.0,5,475.861,1663,0.1,50.0
110926,204546,0.181,2.73,0.32,0.6382,0.06,0.145,0.587,0,0.284,0.442,500,1.0,6,475.861,1663,0.1,50.0
111323,207298,0.21,2.26,0.315,0.6382,0.058,0.157,0.63,0,0.342,0.49,500,1.0,7,475.861,1663,0.1,50.0
114793,220664,0.24,3.13,0.51,0.6382,0.063,0.175,0.641,0,0.368,0.442,500,1.0,8,475.861,1663,0.1,50.0
144937,265118,0.27,3.91,0.295,0.6382,0.057,0.184,0.692,0,0.364,0.504,500,1.0,9,475.861,1663,0.1,50.0
146885,272267,0.302,4.8,0.34,0.6382,0.063,0.205,0.69,0,0.362,0.496,500,1.0,10,475.861,1663,0.1,50.0
226070,362207,0.331,4.37,0.145,0.6382,0.047,0.204,0.772,0,0.28,0.514,500,1.0,11,475.861,1663,0.1,50.0
0,32231,0.0,0.31,0.305,0.593,0.054,0.054,0.0,0,0.06,0.068,500,1.0,0,350.304,1664,0.1,50.0
166,34339,0.031,0.57,0.325,0.593,0.055,0.069,0.211,0,0.114,0.17,500,1.0,1,350.304,1664,0.1,50.0
983,41564,0.061,1.13,0.34,0.593,0.058,0.086,0.331,0,0.11,0.226,500,1.0,2,350.304,1664,0.1,50.0
1251,43826,0.091,1.35,0.29,0.593,0.052,0.095,0.455,0,0.138,0.27,500,1.0,3,350.304,1664,0.1,50.0
14028,98212,0.121,1.7,0.2,0.593,0.048,0.105,0.548,0,0.12,0.228,500,1.0,4,350.304,1664,0.1,50.0
15085,102103,0.15,1.88,0.255,0.593,0.06,0.131,0.541,0,0.226,0.32,500,1.0,5,350.304,1664,0.1,50.0
28819,144655,0.18,2.44,0.3,0.593,0.056,0.141,0.604,0,0.21,0.46,500,1.0,6,350.304,1664,0.1,50.0
34993,163396,0.212,3.47,0.24,0.593,0.053,0.154,0.653,0,0.192,0.486,500,1.0,7,350.304,1664,0.1,50.0
35203,164733,0.241,2.4,0.29,0.593,0.051,0.166,0.69,0,0.284,0.452,500,1.0,8,350.304,1664,0.1,50.0
35632,168031,0.273,3.15,0.27,0.593,0.055,0.184,0.7,0,0.312,0.478,500,1.0,9,350.304,1664,0.1,50.0
36198,172188,0.302,4.47,0.3,0.593,0.054,0.197,0.725,0,0.302,0.512,500,1.0,10,350.304,1664,0.1,50.0
85988,247230,0.331,5.56,0.22,0.593,0.045,0.203,0.778,0,0.314,0.468,500,1.0,11,350.304,1664,0.1,50.0
0,30392,0.0,0.17,0.245,0.6183,0.048,0.048,0.0,0,0.038,0.052,500,1.0,0,206.734,1665,0.1,50.0
8554,48886,0.03,0.61,0.365,0.6183,0.06,0.074,0.193,0,0.068,0.146,500,1.0,1,206.734,1665,0.1,50.0
88115,123815,0.06,1.06,0.375,0.6183,0.051,0.08,0.358,0,0.24,0.26,500,1.0,2,206.734,1665,0.1,50.0
202662,184705,0.091,0.95,0.31,0.6183,0.054,0.097,0.443,0,0.072,0.242,500,1.0,3,206.734,1665,0.1,50.0
206056,195924,0.122,1.51,0.255,0.6183,0.056,0.114,0.506,0,0.17,0.274,500,1.0,4,206.734,1665,0.1,50.0
212353,217519,0.15,1.21,0.29,0.6183,0.051,0.123,0.58,0,0.112,0.328,500,1.0,5,206.734,1665,0.1,50.0
213892,226647,0.181,2.69,0.33,0.6183,0.062,0.147,0.578,0,0.174,0.398,500,1.0,6,206.734,1665,0.1,50.0
214144,229295,0.212,3.33,0.215,0.6183,0.048,0.149,0.676,0,0.134,0.42,500,1.0,7,206.734,1665,0.1,50.0
217356,245400,0.241,3.76,0.26,0.6183,0.05,0.164,0.697,0,0.114,0.436,500,1.0,8,206.734,1665,0.1,50.0
219381,254182,0.271,4.7,0.26,0.6183,0.055,0.183,0.7,0,0.222,0.496,500,1.0,9,206.734,1665,0.1,50.0
219508,255882,0.3,4.18,0.23,0.6183,0.046,0.189,0.757,0,0.224,0.46,500,1.0,10,206.734,1665,0.1,50.0
220742,267321,0.331,4.72,0.23,0.6183,0.061,0.217,0.717,0,0.174,0.494,500,1.0,11,206.734,1665,0.1,50.0
0,54130,0.0,0.05,0.06,0.638,0.033,0.033,0.0,0,0.008,0.018,500,Free,0,291.101,1666,0.1,50.0
17545,61072,0.03,0.15,0.14,0.598,0.037,0.052,0.282,0,0.054,0.07,500,Free,1,291.101,1666,0.1,50.0
457621,139939,0.061,0.51,0.135,0.61,0.044,0.073,0.398,0,0.088,0.168,500,Free,2,291.101,1666,0.1,50.0
462181,144669,0.09,1.77,0.18,0.615,0.041,0.084,0.513,0,0.108,0.302,500,Free,3,291.101,1666,0.1,50.0
464657,149349,0.121,2.33,0.15,0.617,0.042,0.1,0.578,0,0.182,0.34,500,Free,4,291.101,1666,0.1,50.0
467976,153704,0.151,1.83,0.185,0.649,0.047,0.118,0.608,0,0.142,0.432,500,Free,5,291.101,1666,0.1,50.0
484176,172299,0.181,2.61,0.19,0.642,0.042,0.129,0.672,0,0.3,0.462,500,Free,6,291.101,1666,0.1,50.0
665322,235317,0.211,2.99,0.13,0.629,0.039,0.141,0.721,0,0.444,0.492,500,Free,7,291.101,1666,0.1,50.0
1268992,324571,0.24,2.24,0.18,0.634,0.045,0.16,0.716,0,0.45,0.492,500,Free,8,291.101,1666,0.1,50.0
1269694,325510,0.273,2.76,0.12,0.616,0.039,0.17,0.77,0,0.424,0.46,500,Free,9,291.101,1666,0.1,50.0
1470341,383086,0.301,3.36,0.17,0.666,0.033,0.179,0.814,0,0.418,0.492,500,Free,10,291.101,1666,0.1,50.0
1487022,394286,0.33,3.1,0.16,0.618,0.046,0.203,0.775,0,0.57,0.526,500,Free,11,291.101,1666,0.1,50.0
0,37876,0.0,0.34,0.37,0.588,0.061,0.061,0.0,0,0.06,0.094,500,1.0,0,1142.449,1667,0.1,50.0
3578,47217,0.03,0.42,0.27,0.588,0.049,0.063,0.227,0,0.068,0.076,500,1.0,1,1142.449,1667,0.1,50.0
7833,58079,0.061,0.7,0.25,0.588,0.054,0.083,0.347,0,0.126,0.152,500,1.0,2,1142.449,1667,0.1,50.0
10048,66905,0.09,1.3,0.375,0.588,0.06,0.103,0.413,0,0.28,0.236,500,1.0,3,1142.449,1667,0.1,50.0
10202,68281,0.12,2.02,0.28,0.588,0.054,0.111,0.511,0,0.344,0.368,500,1.0,4,1142.449,1667,0.1,50.0
46906,160740,0.15,1.43,0.325,0.588,0.055,0.126,0.564,0,0.128,0.358,500,1.0,5,1142.449,1667,0.1,50.0
61861,189004,0.183,1.24,0.2,0.588,0.048,0.135,0.645,0,0.172,0.402,500,1.0,6,1142.449,1667,0.1,50.0
121991,341598,0.213,2.12,0.32,0.588,0.053,0.154,0.653,0,0.342,0.468,500,1.0,7,1142.449,1667,0.1,50.0
122187,344529,0.24,2.64,0.265,0.588,0.054,0.168,0.677,0,0.298,0.488,500,1.0,8,1142.449,1667,0.1,50.0
124752,362857,0.271,3.49,0.265,0.588,0.055,0.183,0.698,0,0.394,0.45,500,1.0,9,1142.449,1667,0.1,50.0
127626,376324,0.3,3.78,0.41,0.588,0.067,0.207,0.678,0,0.458,0.482,500,1.0,10,1142.449,1667,0.1,50.0
